[zipcode=]충남 계룡시 금암동 계룡시청  46703 ]
[zipcode=]충남 금산군 남이면  48628 ]
[zipcode=]충남 금산군 남일면 덕천리  48629 ]
[zipcode=]충남 금산군 남일면 마장리  48630 ]
[zipcode=]충남 금산군 남일면 상동리  48631 ]
[zipcode=]충남 금산군 남일면 신동리  48632 ]
[zipcode=]충남 금산군 남일면 신정리  48633 ]
[zipcode=]충남 금산군 남일면 신천리  48634 ]
[zipcode=]충남 금산군 남일면 음대리  48635 ]
[zipcode=]충남 금산군 남일면 초현리  48636 ]
[zipcode=]충남 금산군 남일면 황풍리  48637 ]
[zipcode=]충남 금산군 남일면  48638 ]
[zipcode=]충남 금산군 복수면 곡남리  48639 ]
[zipcode=]충남 금산군 복수면 구례리  48640 ]
[zipcode=]충남 금산군 복수면 다복리  48641 ]
[zipcode=]충남 금산군 복수면 목소리  48642 ]
[zipcode=]충남 금산군 복수면 백암리  48643 ]
[zipcode=]충남 금산군 복수면 수영리  48644 ]
[zipcode=]충남 금산군 복수면 신대리  48645 ]
[zipcode=]충남 금산군 복수면 용진리  48646 ]
[zipcode=]충남 금산군 복수면 지량리  48647 ]
[zipcode=]충남 금산군 복수면  48648 ]
[zipcode=]충남 금산군 부리면 관천리  48649 ]
[zipcode=]충남 금산군 부리면 방우리  48650 ]
[zipcode=]충남 금산군 부리면 불이리  48651 ]
[zipcode=]충남 금산군 부리면 선원리  48652 ]
[zipcode=]충남 금산군 부리면 수통리  48653 ]
[zipcode=]충남 금산군 부리면 신촌리  48654 ]
[zipcode=]충남 금산군 부리면 양곡리  48655 ]
[zipcode=]충남 금산군 부리면 어재리  48656 ]
[zipcode=]충남 금산군 부리면 예미리  48657 ]
[zipcode=]충남 금산군 부리면 창평리  48658 ]
[zipcode=]충남 금산군 부리면 평촌리  48659 ]
[zipcode=]충남 금산군 부리면 현내리  48660 ]
[zipcode=]충남 금산군 부리면  48661 ]
[zipcode=]충남 금산군 제원면 구억리  48662 ]
[zipcode=]충남 금산군 제원면 금성리  48663 ]
[zipcode=]충남 금산군 제원면 길곡리  48664 ]
[zipcode=]충남 금산군 제원면 대산리  48665 ]
[zipcode=]충남 금산군 제원면 동곡리  48666 ]
[zipcode=]충남 금산군 제원면 명곡리  48667 ]
[zipcode=]충남 금산군 제원면 명암리 한국타이어  48668 ]
[zipcode=]충남 금산군 제원면 명암리  48669 ]
[zipcode=]충남 금산군 제원면 수당리  48670 ]
[zipcode=]충남 금산군 제원면 신안리  48671 ]
[zipcode=]충남 금산군 제원면 용화리  48672 ]
[zipcode=]충남 금산군 제원면 저곡리  48673 ]
[zipcode=]충남 금산군 제원면 제원리  48674 ]
[zipcode=]충남 금산군 제원면 천내리  48675 ]
[zipcode=]충남 금산군 제원면  48676 ]
[zipcode=]충남 금산군 진산면 교촌리  48677 ]
[zipcode=]충남 금산군 진산면 두지리  48678 ]
[zipcode=]충남 금산군 진산면 막현리  48679 ]
[zipcode=]충남 금산군 진산면 만악리  48680 ]
[zipcode=]충남 금산군 진산면 묵산리  48681 ]
[zipcode=]충남 금산군 진산면 부암리  48682 ]
[zipcode=]충남 금산군 진산면 삼가리  48683 ]
[zipcode=]충남 금산군 진산면 석막리  48684 ]
[zipcode=]충남 금산군 진산면 엄정리  48685 ]
[zipcode=]충남 금산군 진산면 오항리  48686 ]
[zipcode=]충남 금산군 진산면 읍내리  48687 ]
[zipcode=]충남 금산군 진산면 지방리  48688 ]
[zipcode=]충남 금산군 진산면 행정리  48689 ]
[zipcode=]충남 금산군 진산면  48690 ]
[zipcode=]충남 금산군 추부면 마전리 중부대학교  48691 ]
[zipcode=]충남 금산군 추부면 마전1리  48692 ]
[zipcode=]충남 금산군 추부면 마전2리  48693 ]
[zipcode=]충남 금산군 추부면 마전3리  48694 ]
[zipcode=]충남 금산군 추부면 마전4리  48695 ]
[zipcode=]충남 금산군 추부면 마전5리  48696 ]
[zipcode=]충남 금산군 추부면 마전6리  48697 ]
[zipcode=]충남 금산군 추부면 마전7리  48698 ]
[zipcode=]충남 금산군 추부면 마전8리  48699 ]
[zipcode=]충남 금산군 추부면 마전리  48700 ]
[zipcode=]충남 금산군 추부면 비례리  48701 ]
[zipcode=]충남 금산군 추부면 서대리  48702 ]
[zipcode=]충남 금산군 추부면 성당리  48703 ]
[zipcode=]충남 금산군 추부면 신평리  48704 ]
[zipcode=]충남 금산군 추부면 요광리  48705 ]
[zipcode=]충남 금산군 추부면 용지리  48706 ]
[zipcode=]충남 금산군 추부면 자부리  48707 ]
[zipcode=]충남 금산군 추부면 장대리  48708 ]
[zipcode=]충남 금산군 추부면 추정리  48709 ]
[zipcode=]충남 금산군 추부면  48710 ]
[zipcode=]충남 부여군 부여읍 동남아파트  48711 ]
[zipcode=]충남 부여군 부여읍 부여경찰서  48712 ]
[zipcode=]충남 부여군 부여읍 부여군청  48713 ]
[zipcode=]충남 부여군 부여읍 부여우체국  48714 ]
[zipcode=]충남 부여군 부여읍 쌍북리 홍선금동아파트 (101∼108동) 48715 ]
[zipcode=]충남 부여군 부여읍 쌍북아파트  48716 ]
[zipcode=]충남 부여군 부여읍 왕궁마을아파트  48717 ]
[zipcode=]충남 부여군 부여읍 가증리  48718 ]
[zipcode=]충남 부여군 부여읍 가탑리  48719 ]
[zipcode=]충남 부여군 부여읍 관북리  48720 ]
[zipcode=]충남 부여군 부여읍 구교리  48721 ]
[zipcode=]충남 부여군 부여읍 구아리  48722 ]
[zipcode=]충남 부여군 부여읍 군수리  48723 ]
[zipcode=]충남 부여군 부여읍 능산리  48724 ]
[zipcode=]충남 부여군 부여읍 동남리  48725 ]
[zipcode=]충남 부여군 부여읍 상금리  48726 ]
[zipcode=]충남 부여군 부여읍 석목리  48727 ]
[zipcode=]충남 부여군 부여읍 송간리  48728 ]
[zipcode=]충남 부여군 부여읍 송곡리  48729 ]
[zipcode=]충남 부여군 부여읍 신정리  48730 ]
[zipcode=]충남 부여군 부여읍 쌍북리  48731 ]
[zipcode=]충남 부여군 부여읍 염창리  48732 ]
[zipcode=]충남 부여군 부여읍 왕포리  48733 ]
[zipcode=]충남 부여군 부여읍 용정리  48734 ]
[zipcode=]충남 부여군 부여읍 자왕리  48735 ]
[zipcode=]충남 부여군 부여읍 저석리  48736 ]
[zipcode=]충남 부여군 부여읍 정동리  48737 ]
[zipcode=]충남 부여군 부여읍 중정리  48738 ]
[zipcode=]충남 부여군 부여읍 현북리  48739 ]
[zipcode=]충남 부여군 부여읍  48740 ]
[zipcode=]충남 부여군 구룡면 구봉리  48741 ]
[zipcode=]충남 부여군 구룡면 금사리  48742 ]
[zipcode=]충남 부여군 구룡면 논티리  48743 ]
[zipcode=]충남 부여군 구룡면 동방리  48744 ]
[zipcode=]충남 부여군 구룡면 용당리  48745 ]
[zipcode=]충남 부여군 구룡면 주정리  48746 ]
[zipcode=]충남 부여군 구룡면 죽교리  48747 ]
[zipcode=]충남 부여군 구룡면 죽절리  48748 ]
[zipcode=]충남 부여군 구룡면 태양리  48749 ]
[zipcode=]충남 부여군 구룡면 현암리  48750 ]
[zipcode=]충남 부여군 구룡면  48751 ]
[zipcode=]충남 부여군 규암면 규암리  48752 ]
[zipcode=]충남 부여군 규암면 금암리  48753 ]
[zipcode=]충남 부여군 규암면 나복리  48754 ]
[zipcode=]충남 부여군 규암면 내리  48755 ]
[zipcode=]충남 부여군 규암면 노화리  48756 ]
[zipcode=]충남 부여군 규암면 모리  48757 ]
[zipcode=]충남 부여군 규암면 반산리 대동황토방아파트 (101∼109동) 48758 ]
[zipcode=]충남 부여군 규암면 반산리  48759 ]
[zipcode=]충남 부여군 규암면 부여두리  48760 ]
[zipcode=]충남 부여군 규암면 석우리  48761 ]
[zipcode=]충남 부여군 규암면 수목리  48762 ]
[zipcode=]충남 부여군 규암면 신리  48763 ]
[zipcode=]충남 부여군 규암면 신성리  48764 ]
[zipcode=]충남 부여군 규암면 오수리  48765 ]
[zipcode=]충남 부여군 규암면 외리  48766 ]
[zipcode=]충남 부여군 규암면 진변리  48767 ]
[zipcode=]충남 부여군 규암면 함양리  48768 ]
[zipcode=]충남 부여군 규암면 합송리  48769 ]
[zipcode=]충남 부여군 규암면 합정리  48770 ]
[zipcode=]충남 부여군 규암면 호암리  48771 ]
[zipcode=]충남 부여군 규암면  48772 ]
[zipcode=]충남 부여군 남면 금천리  48773 ]
[zipcode=]충남 부여군 남면 내곡리  48774 ]
[zipcode=]충남 부여군 남면 대선리  48775 ]
[zipcode=]충남 부여군 남면 마정리  48776 ]
[zipcode=]충남 부여군 남면 삼용리  48777 ]
[zipcode=]충남 부여군 남면 송암리  48778 ]
[zipcode=]충남 부여군 남면 송학리  48779 ]
[zipcode=]충남 부여군 남면 신홍리  48780 ]
[zipcode=]충남 부여군 남면 회동리  48781 ]
[zipcode=]충남 부여군 남면  48782 ]
[zipcode=]충남 부여군 내산면 금지리  48783 ]
[zipcode=]충남 부여군 내산면 마전리  48784 ]
[zipcode=]충남 부여군 내산면 묘원리  48785 ]
[zipcode=]충남 부여군 내산면 온해리  48786 ]
[zipcode=]충남 부여군 내산면 운치리  48787 ]
[zipcode=]충남 부여군 내산면 율암리  48788 ]
[zipcode=]충남 부여군 내산면 저동리  48789 ]
[zipcode=]충남 부여군 내산면 주암리  48790 ]
[zipcode=]충남 부여군 내산면 지티리  48791 ]
[zipcode=]충남 부여군 내산면 천보리  48792 ]
[zipcode=]충남 부여군 내산면  48793 ]
[zipcode=]충남 부여군 석성면 봉정리  48794 ]
[zipcode=]충남 부여군 석성면 비당리  48795 ]
[zipcode=]충남 부여군 석성면 석성리  48796 ]
[zipcode=]충남 부여군 석성면 정각리  48797 ]
[zipcode=]충남 부여군 석성면 증산리  48798 ]
[zipcode=]충남 부여군 석성면 현내리  48799 ]
[zipcode=]충남 부여군 석성면  48800 ]
[zipcode=]충남 부여군 세도면 가회리  48801 ]
[zipcode=]충남 부여군 세도면 간대리  48802 ]
[zipcode=]충남 부여군 세도면 귀덕리  48803 ]
[zipcode=]충남 부여군 세도면 동사리  48804 ]
[zipcode=]충남 부여군 세도면 반조원리  48805 ]
[zipcode=]충남 부여군 세도면 사산리  48806 ]
[zipcode=]충남 부여군 세도면 수고리  48807 ]
[zipcode=]충남 부여군 세도면 장산리  48808 ]
[zipcode=]충남 부여군 세도면 청송리  48809 ]
[zipcode=]충남 부여군 세도면 청포리  48810 ]
[zipcode=]충남 부여군 세도면 화수리  48811 ]
[zipcode=]충남 부여군 세도면  48812 ]
[zipcode=]충남 부여군 양화면 내성리  48813 ]
[zipcode=]충남 부여군 양화면 벽용리  48814 ]
[zipcode=]충남 부여군 양화면 상촌리  48815 ]
[zipcode=]충남 부여군 양화면 송정리  48816 ]
[zipcode=]충남 부여군 양화면 수원리  48817 ]
[zipcode=]충남 부여군 양화면 시음리  48818 ]
[zipcode=]충남 부여군 양화면 암수리  48819 ]
[zipcode=]충남 부여군 양화면 오량리  48820 ]
[zipcode=]충남 부여군 양화면 원당리  48821 ]
[zipcode=]충남 부여군 양화면 입포리  48822 ]
[zipcode=]충남 부여군 양화면 족교리  48823 ]
[zipcode=]충남 부여군 양화면 초왕리  48824 ]
[zipcode=]충남 부여군 양화면  48825 ]
[zipcode=]충남 부여군 옥산면 가덕리  48826 ]
[zipcode=]충남 부여군 옥산면 내대리  48827 ]
[zipcode=]충남 부여군 옥산면 대덕리  48828 ]
[zipcode=]충남 부여군 옥산면 봉산리  48829 ]
[zipcode=]충남 부여군 옥산면 상기리  48830 ]
[zipcode=]충남 부여군 옥산면 수암리  48831 ]
[zipcode=]충남 부여군 옥산면 신안리  48832 ]
[zipcode=]충남 부여군 옥산면 안서리  48833 ]
[zipcode=]충남 부여군 옥산면 중양리  48834 ]
[zipcode=]충남 부여군 옥산면 학산리  48835 ]
[zipcode=]충남 부여군 옥산면 홍연리  48836 ]
[zipcode=]충남 부여군 옥산면  48837 ]
[zipcode=]충남 부여군 외산면 가덕리  48838 ]
[zipcode=]충남 부여군 외산면 갈산리  48839 ]
[zipcode=]충남 부여군 외산면 만수리  48840 ]
[zipcode=]충남 부여군 외산면 문신리  48841 ]
[zipcode=]충남 부여군 외산면 반교리  48842 ]
[zipcode=]충남 부여군 외산면 복덕리  48843 ]
[zipcode=]충남 부여군 외산면 비암리  48844 ]
[zipcode=]충남 부여군 외산면 삼산리  48845 ]
[zipcode=]충남 부여군 외산면 수신리  48846 ]
[zipcode=]충남 부여군 외산면 장항리  48847 ]
[zipcode=]충남 부여군 외산면 전장리  48848 ]
[zipcode=]충남 부여군 외산면 지선리  48849 ]
[zipcode=]충남 부여군 외산면 화성리  48850 ]
[zipcode=]충남 부여군 외산면  48851 ]
[zipcode=]충남 부여군 은산면 가곡리  48852 ]
[zipcode=]충남 부여군 은산면 가중리  48853 ]
[zipcode=]충남 부여군 은산면 각대리  48854 ]
[zipcode=]충남 부여군 은산면 거전리  48855 ]
[zipcode=]충남 부여군 은산면 경둔리  48856 ]
[zipcode=]충남 부여군 은산면 금공리  48857 ]
[zipcode=]충남 부여군 은산면 나령리  48858 ]
[zipcode=]충남 부여군 은산면 내지리  48859 ]
[zipcode=]충남 부여군 은산면 대양리  48860 ]
[zipcode=]충남 부여군 은산면 신대리  48861 ]
[zipcode=]충남 부여군 은산면 오번리  48862 ]
[zipcode=]충남 부여군 은산면 용두리  48863 ]
[zipcode=]충남 부여군 은산면 은산리  48864 ]
[zipcode=]충남 부여군 은산면 장벌리  48865 ]
[zipcode=]충남 부여군 은산면 합수리  48866 ]
[zipcode=]충남 부여군 은산면 홍산리  48867 ]
[zipcode=]충남 부여군 은산면 회곡리  48868 ]
[zipcode=]충남 부여군 은산면  48869 ]
[zipcode=]충남 부여군 임천면 가신리  48870 ]
[zipcode=]충남 부여군 임천면 구교리  48871 ]
[zipcode=]충남 부여군 임천면 군사리  48872 ]
[zipcode=]충남 부여군 임천면 두곡리  48873 ]
[zipcode=]충남 부여군 임천면 만사리  48874 ]
[zipcode=]충남 부여군 임천면 발산리  48875 ]
[zipcode=]충남 부여군 임천면 비정리  48876 ]
[zipcode=]충남 부여군 임천면 옥곡리  48877 ]
[zipcode=]충남 부여군 임천면 점리  48878 ]
[zipcode=]충남 부여군 임천면 칠산리  48879 ]
[zipcode=]충남 부여군 임천면 탑산리  48880 ]
[zipcode=]충남 부여군 임천면  48881 ]
[zipcode=]충남 부여군 장암면 북고리  48882 ]
[zipcode=]충남 부여군 장암면 상황리  48883 ]
[zipcode=]충남 부여군 장암면 석동리  48884 ]
[zipcode=]충남 부여군 장암면 원문리  48885 ]
[zipcode=]충남 부여군 장암면 장하리  48886 ]
[zipcode=]충남 부여군 장암면 점상리  48887 ]
[zipcode=]충남 부여군 장암면 정암리  48888 ]
[zipcode=]충남 부여군 장암면 지토리  48889 ]
[zipcode=]충남 부여군 장암면 하황리  48890 ]
[zipcode=]충남 부여군 장암면 합곡리  48891 ]
[zipcode=]충남 부여군 장암면  48892 ]
[zipcode=]충남 부여군 초촌면 산직리  48893 ]
[zipcode=]충남 부여군 초촌면 세탑리  48894 ]
[zipcode=]충남 부여군 초촌면 소사리  48895 ]
[zipcode=]충남 부여군 초촌면 송국리  48896 ]
[zipcode=]충남 부여군 초촌면 송정리  48897 ]
[zipcode=]충남 부여군 초촌면 신암리  48898 ]
[zipcode=]충남 부여군 초촌면 연화리  48899 ]
[zipcode=]충남 부여군 초촌면 응평리  48900 ]
[zipcode=]충남 부여군 초촌면 진호리  48901 ]
[zipcode=]충남 부여군 초촌면 초평리  48902 ]
[zipcode=]충남 부여군 초촌면 추양리  48903 ]
[zipcode=]충남 부여군 초촌면  48904 ]
[zipcode=]충남 부여군 충화면 가화리  48905 ]
[zipcode=]충남 부여군 충화면 만지리  48906 ]
[zipcode=]충남 부여군 충화면 복금리  48907 ]
[zipcode=]충남 부여군 충화면 오덕리  48908 ]
[zipcode=]충남 부여군 충화면 지석리  48909 ]
[zipcode=]충남 부여군 충화면 천당리  48910 ]
[zipcode=]충남 부여군 충화면 청남리  48911 ]
[zipcode=]충남 부여군 충화면 팔충리  48912 ]
[zipcode=]충남 부여군 충화면 현미리  48913 ]
[zipcode=]충남 부여군 충화면  48914 ]
[zipcode=]충남 부여군 홍산면 교원리  48915 ]
[zipcode=]충남 부여군 홍산면 남촌리  48916 ]
[zipcode=]충남 부여군 홍산면 무정리  48917 ]
[zipcode=]충남 부여군 홍산면 북촌리  48918 ]
[zipcode=]충남 부여군 홍산면 상천리  48919 ]
[zipcode=]충남 부여군 홍산면 정동리  48920 ]
[zipcode=]충남 부여군 홍산면 조현리  48921 ]
[zipcode=]충남 부여군 홍산면 좌홍리  48922 ]
[zipcode=]충남 부여군 홍산면 토정리  48923 ]
[zipcode=]충남 부여군 홍산면 홍양리  48924 ]
[zipcode=]충남 부여군 홍산면  48925 ]
[zipcode=]충남 서천군 서천읍 사곡리 천산스카이빌아파트 (101∼201동) 48926 ]
[zipcode=]충남 서천군 서천읍 사곡리 휴먼시아아파트 (101∼106동) 48927 ]
[zipcode=]충남 서천군 서천읍 서천군청  48928 ]
[zipcode=]충남 서천군 서천읍 서천우체국  48929 ]
[zipcode=]충남 서천군 서천읍 구암리  48930 ]
[zipcode=]충남 서천군 서천읍 군사1리  48931 ]
[zipcode=]충남 서천군 서천읍 군사2리  48932 ]
[zipcode=]충남 서천군 서천읍 군사3리  48933 ]
[zipcode=]충남 서천군 서천읍 군사4리  48934 ]
[zipcode=]충남 서천군 서천읍 군사5리  48935 ]
[zipcode=]충남 서천군 서천읍 군사리  48936 ]
