[zipcode=]경북 경산시 갑제동 한국조폐공사화폐본부  34522 ]
[zipcode=]경북 포항시 남구 효자동 승리아파트  37224 ]
[zipcode=]경북 포항시 남구 효자동 포항공과대학교  37225 ]
[zipcode=]경북 포항시 남구 효자동 효자웰빙타운SK뷰아파트 (101∼113동) 37226 ]
[zipcode=]경북 포항시 남구 효자동 효자웰빙타운SK뷰아파트 (201∼204동) 37227 ]
[zipcode=]경북 포항시 남구 효자동  37228 ]
[zipcode=]경북 포항시 남구 구룡포읍 구룡포1리  37229 ]
[zipcode=]경북 포항시 남구 구룡포읍 구룡포2리  37230 ]
[zipcode=]경북 포항시 남구 구룡포읍 구룡포3리  37231 ]
[zipcode=]경북 포항시 남구 구룡포읍 구룡포4리  37232 ]
[zipcode=]경북 포항시 남구 구룡포읍 구룡포5리  37233 ]
[zipcode=]경북 포항시 남구 구룡포읍 구룡포6리  37234 ]
[zipcode=]경북 포항시 남구 구룡포읍 구룡포7리  37235 ]
[zipcode=]경북 포항시 남구 구룡포읍 구룡포리  37236 ]
[zipcode=]경북 포항시 남구 구룡포읍 구평리  37237 ]
[zipcode=]경북 포항시 남구 구룡포읍 눌태리  37238 ]
[zipcode=]경북 포항시 남구 구룡포읍 병포1리  37239 ]
[zipcode=]경북 포항시 남구 구룡포읍 병포2리  37240 ]
[zipcode=]경북 포항시 남구 구룡포읍 병포3리  37241 ]
[zipcode=]경북 포항시 남구 구룡포읍 병포리  37242 ]
[zipcode=]경북 포항시 남구 구룡포읍 삼정리  37243 ]
[zipcode=]경북 포항시 남구 구룡포읍 석병리  37244 ]
[zipcode=]경북 포항시 남구 구룡포읍 성동리  37245 ]
[zipcode=]경북 포항시 남구 구룡포읍 장길리  37246 ]
[zipcode=]경북 포항시 남구 구룡포읍 하정리  37247 ]
[zipcode=]경북 포항시 남구 구룡포읍 후동리  37248 ]
[zipcode=]경북 포항시 남구 구룡포읍  37249 ]
[zipcode=]경북 포항시 남구 연일읍 삼도한솔타운  37250 ]
[zipcode=]경북 포항시 남구 연일읍 생지리 형산강변타운아파트 (101∼106동) 37251 ]
[zipcode=]경북 포항시 남구 연일읍 유강리 대림한숲타운1차아파트 (101∼115동) 37252 ]
[zipcode=]경북 포항시 남구 연일읍 유강리 대림한숲타운2차아파트 (201∼204동) 37253 ]
[zipcode=]경북 포항시 남구 연일읍 유강리 대림한숲3단지아파트 (301∼304동) 37254 ]
[zipcode=]경북 포항시 남구 연일읍 유강리 유강우방타운아파트 (101∼102동) 37255 ]
[zipcode=]경북 포항시 남구 연일읍 유강리 유강코아루1단지아파트 (101∼104동) 37256 ]
[zipcode=]경북 포항시 남구 연일읍 유강리 유강코아루2단지아파트 (201∼205동) 37257 ]
[zipcode=]경북 포항시 남구 연일읍 괴정리  37258 ]
[zipcode=]경북 포항시 남구 연일읍 달전리  37259 ]
[zipcode=]경북 포항시 남구 연일읍 동문리  37260 ]
[zipcode=]경북 포항시 남구 연일읍 생지리  37261 ]
[zipcode=]경북 포항시 남구 연일읍 오천리  37262 ]
[zipcode=]경북 포항시 남구 연일읍 우복리  37263 ]
[zipcode=]경북 포항시 남구 연일읍 유강리  37264 ]
[zipcode=]경북 포항시 남구 연일읍 인주리  37265 ]
[zipcode=]경북 포항시 남구 연일읍 자명리  37266 ]
[zipcode=]경북 포항시 남구 연일읍 중단리  37267 ]
[zipcode=]경북 포항시 남구 연일읍 중명리  37268 ]
[zipcode=]경북 포항시 남구 연일읍 택전리  37269 ]
[zipcode=]경북 포항시 남구 연일읍 학전리  37270 ]
[zipcode=]경북 포항시 남구 연일읍  37271 ]
[zipcode=]경북 포항시 남구 오천읍 갈평리  37272 ]
[zipcode=]경북 포항시 남구 오천읍 광명리  37273 ]
[zipcode=]경북 포항시 남구 오천읍 구정1리  37274 ]
[zipcode=]경북 포항시 남구 오천읍 구정2리  37275 ]
[zipcode=]경북 포항시 남구 오천읍 구정3리  37276 ]
[zipcode=]경북 포항시 남구 오천읍 구정리  37277 ]
[zipcode=]경북 포항시 남구 오천읍 구정리 사서함 209-(108∼171) 37278 ]
[zipcode=]경북 포항시 남구 오천읍 문덕1리  37279 ]
[zipcode=]경북 포항시 남구 오천읍 문덕1리 준양참마을  37280 ]
[zipcode=]경북 포항시 남구 오천읍 문덕2리  37281 ]
[zipcode=]경북 포항시 남구 오천읍 문덕3리  37282 ]
[zipcode=]경북 포항시 남구 오천읍 문덕3리 천마타운1차 (101∼105동) 37283 ]
[zipcode=]경북 포항시 남구 오천읍 문덕3리 청호하이츠  37284 ]
[zipcode=]경북 포항시 남구 오천읍 문덕4리  37285 ]
[zipcode=]경북 포항시 남구 오천읍 문덕5리  37286 ]
[zipcode=]경북 포항시 남구 오천읍 문덕6리  37287 ]
[zipcode=]경북 포항시 남구 오천읍 문덕7리  37288 ]
[zipcode=]경북 포항시 남구 오천읍 문덕8리  37289 ]
[zipcode=]경북 포항시 남구 오천읍 문덕9리  37290 ]
[zipcode=]경북 포항시 남구 오천읍 문덕리  37291 ]
[zipcode=]경북 포항시 남구 오천읍 문덕리 사서함 209-(122∼124) 37292 ]
[zipcode=]경북 포항시 남구 오천읍 문충리  37293 ]
[zipcode=]경북 포항시 남구 오천읍 세계1리  37294 ]
[zipcode=]경북 포항시 남구 오천읍 세계2리  37295 ]
[zipcode=]경북 포항시 남구 오천읍 세계3리  37296 ]
[zipcode=]경북 포항시 남구 오천읍 세계4리  37297 ]
[zipcode=]경북 포항시 남구 오천읍 세계5리  37298 ]
[zipcode=]경북 포항시 남구 오천읍 세계리  37299 ]
[zipcode=]경북 포항시 남구 오천읍 세계리 사서함 209-(132∼148) 37300 ]
[zipcode=]경북 포항시 남구 오천읍 용덕리  37301 ]
[zipcode=]경북 포항시 남구 오천읍 용덕리 사서함 209-(101∼132) 37302 ]
[zipcode=]경북 포항시 남구 오천읍 용산리  37303 ]
[zipcode=]경북 포항시 남구 오천읍 원리 부영사랑으로아파트 (101∼134동) 37304 ]
[zipcode=]경북 포항시 남구 오천읍 원리 부영사랑으로아파트 (201∼210동) 37305 ]
[zipcode=]경북 포항시 남구 오천읍 원리  37306 ]
[zipcode=]경북 포항시 남구 오천읍 진전리  37307 ]
[zipcode=]경북 포항시 남구 오천읍 항사리  37308 ]
[zipcode=]경북 포항시 남구 오천읍  37309 ]
[zipcode=]경북 포항시 남구 대송면 공수리  37310 ]
[zipcode=]경북 포항시 남구 대송면 남성리  37311 ]
[zipcode=]경북 포항시 남구 대송면 대각리  37312 ]
[zipcode=]경북 포항시 남구 대송면 산여리  37313 ]
[zipcode=]경북 포항시 남구 대송면 송동리 동국제강  37314 ]
[zipcode=]경북 포항시 남구 대송면 송동리  37315 ]
[zipcode=]경북 포항시 남구 대송면 옥명리  37316 ]
[zipcode=]경북 포항시 남구 대송면 장동리  37317 ]
[zipcode=]경북 포항시 남구 대송면 제내리  37318 ]
[zipcode=]경북 포항시 남구 대송면 홍계리  37319 ]
[zipcode=]경북 포항시 남구 대송면  37320 ]
[zipcode=]경북 포항시 남구 동해면 공당리  37321 ]
[zipcode=]경북 포항시 남구 동해면 금광리  37322 ]
[zipcode=]경북 포항시 남구 동해면 도구1리  37323 ]
[zipcode=]경북 포항시 남구 동해면 도구2리  37324 ]
[zipcode=]경북 포항시 남구 동해면 도구3리  37325 ]
[zipcode=]경북 포항시 남구 동해면 도구리  37326 ]
[zipcode=]경북 포항시 남구 동해면 도구리 사서함 209-(114∼150) 37327 ]
[zipcode=]경북 포항시 남구 동해면 마산리  37328 ]
[zipcode=]경북 포항시 남구 동해면 발산리  37329 ]
[zipcode=]경북 포항시 남구 동해면 상정리  37330 ]
[zipcode=]경북 포항시 남구 동해면 석리  37331 ]
[zipcode=]경북 포항시 남구 동해면 신정1리  37332 ]
[zipcode=]경북 포항시 남구 동해면 신정2리  37333 ]
[zipcode=]경북 포항시 남구 동해면 신정리  37334 ]
[zipcode=]경북 포항시 남구 동해면 약전1리  37335 ]
[zipcode=]경북 포항시 남구 동해면 약전2리  37336 ]
[zipcode=]경북 포항시 남구 동해면 약전3리  37337 ]
[zipcode=]경북 포항시 남구 동해면 약전리  37338 ]
[zipcode=]경북 포항시 남구 동해면 임곡리  37339 ]
[zipcode=]경북 포항시 남구 동해면 입암리  37340 ]
[zipcode=]경북 포항시 남구 동해면 중산리  37341 ]
[zipcode=]경북 포항시 남구 동해면 중흥리  37342 ]
[zipcode=]경북 포항시 남구 동해면 흥환리  37343 ]
[zipcode=]경북 포항시 남구 동해면  37344 ]
[zipcode=]경북 포항시 남구 장기면 계원리  37345 ]
[zipcode=]경북 포항시 남구 장기면 금곡리  37346 ]
[zipcode=]경북 포항시 남구 장기면 금오리  37347 ]
[zipcode=]경북 포항시 남구 장기면 대곡리  37348 ]
[zipcode=]경북 포항시 남구 장기면 대진리  37349 ]
[zipcode=]경북 포항시 남구 장기면 두원리  37350 ]
[zipcode=]경북 포항시 남구 장기면 마현리  37351 ]
[zipcode=]경북 포항시 남구 장기면 모포리  37352 ]
[zipcode=]경북 포항시 남구 장기면 방산리  37353 ]
[zipcode=]경북 포항시 남구 장기면 산서리  37354 ]
[zipcode=]경북 포항시 남구 장기면 서촌리  37355 ]
[zipcode=]경북 포항시 남구 장기면 수성리  37356 ]
[zipcode=]경북 포항시 남구 장기면 신계리  37357 ]
[zipcode=]경북 포항시 남구 장기면 신창리  37358 ]
[zipcode=]경북 포항시 남구 장기면 양포리  37359 ]
[zipcode=]경북 포항시 남구 장기면 영암리  37360 ]
[zipcode=]경북 포항시 남구 장기면 읍내리  37361 ]
[zipcode=]경북 포항시 남구 장기면 임중리  37362 ]
[zipcode=]경북 포항시 남구 장기면 정천리  37363 ]
[zipcode=]경북 포항시 남구 장기면 죽정리  37364 ]
[zipcode=]경북 포항시 남구 장기면 창지리  37365 ]
[zipcode=]경북 포항시 남구 장기면 학계리  37366 ]
[zipcode=]경북 포항시 남구 장기면 학곡리  37367 ]
[zipcode=]경북 포항시 남구 장기면  37368 ]
[zipcode=]경북 포항시 남구 호미곶면 강사리  37369 ]
[zipcode=]경북 포항시 남구 호미곶면 구만리  37370 ]
[zipcode=]경북 포항시 남구 호미곶면 대동배리  37371 ]
[zipcode=]경북 포항시 남구 호미곶면 대보리  37372 ]
[zipcode=]경북 포항시 남구 호미곶면  37373 ]
[zipcode=]경북 포항시 남구 포항우체국사서함  37374 ]
[zipcode=]경북 포항시 북구 남빈동  37375 ]
[zipcode=]경북 포항시 북구 대신동 선린병원  37376 ]
[zipcode=]경북 포항시 북구 대신동  37377 ]
[zipcode=]경북 포항시 북구 대흥동  37378 ]
[zipcode=]경북 포항시 북구 덕산동 북구청  37379 ]
[zipcode=]경북 포항시 북구 덕산동  37380 ]
[zipcode=]경북 포항시 북구 덕수동 포항세무서  37381 ]
[zipcode=]경북 포항시 북구 덕수동  37382 ]
[zipcode=]경북 포항시 북구 동빈1가  37383 ]
[zipcode=]경북 포항시 북구 동빈2가  37384 ]
[zipcode=]경북 포항시 북구 두호동 대원맨션  37385 ]
[zipcode=]경북 포항시 북구 두호동 동아금강아파트  37386 ]
[zipcode=]경북 포항시 북구 두호동 주공1차아파트  37387 ]
[zipcode=]경북 포항시 북구 두호동 롯데아파트  37388 ]
[zipcode=]경북 포항시 북구 두호동 명지파크  37389 ]
[zipcode=]경북 포항시 북구 두호동 산호녹원아파트  37390 ]
[zipcode=]경북 포항시 북구 두호동 우방신천지아파트  37391 ]
[zipcode=]경북 포항시 북구 두호동 우방하이츠  37392 ]
[zipcode=]경북 포항시 북구 두호동 제일우성1차아파트  37393 ]
[zipcode=]경북 포항시 북구 두호동 제일우성2차아파트  37394 ]
[zipcode=]경북 포항시 북구 두호동 창포아이파크아파트 (101∼402동) 37395 ]
[zipcode=]경북 포항시 북구 두호동 천호타운  37396 ]
[zipcode=]경북 포항시 북구 두호동 청우대림1차아파트  37397 ]
[zipcode=]경북 포항시 북구 두호동 청우대림2차아파트  37398 ]
[zipcode=]경북 포항시 북구 두호동 1∼320 37399 ]
[zipcode=]경북 포항시 북구 두호동 321∼700 37400 ]
[zipcode=]경북 포항시 북구 두호동 701∼1021 37401 ]
[zipcode=]경북 포항시 북구 두호동 1022∼1500 37402 ]
[zipcode=]경북 포항시 북구 두호동  37403 ]
[zipcode=]경북 포항시 북구 득량동 경성홈타운1차아파트 (101∼202동) 37404 ]
[zipcode=]경북 포항시 북구 득량동 경성홈타운2차아파트 (101∼202동) 37405 ]
[zipcode=]경북 포항시 북구 득량동 득량아파트  37406 ]
[zipcode=]경북 포항시 북구 득량동 삼성푸른아파트  37407 ]
[zipcode=]경북 포항시 북구 득량동 이동삼성아파트  37408 ]
[zipcode=]경북 포항시 북구 득량동 1∼159 37409 ]
[zipcode=]경북 포항시 북구 득량동 160∼293 37410 ]
[zipcode=]경북 포항시 북구 득량동  37411 ]
[zipcode=]경북 포항시 북구 상원동  37412 ]
[zipcode=]경북 포항시 북구 신흥동  37413 ]
[zipcode=]경북 포항시 북구 양덕동 대구지방검찰청포항지청  37414 ]
[zipcode=]경북 포항시 북구 양덕동 대구지방법원포항지원  37415 ]
[zipcode=]경북 포항시 북구 양덕동 양덕2차e-편한세상아파트 (201∼208동) 37416 ]
[zipcode=]경북 포항시 북구 양덕동 양덕풍림아이원아파트 (101∼120동) 37417 ]
[zipcode=]경북 포항시 북구 양덕동  37418 ]
[zipcode=]경북 포항시 북구 여남동  37419 ]
[zipcode=]경북 포항시 북구 여천동  37420 ]
[zipcode=]경북 포항시 북구 용흥동 쌍용아파트  37421 ]
[zipcode=]경북 포항시 북구 용흥동 포항우방타운  37422 ]
[zipcode=]경북 포항시 북구 용흥동 한라아파트  37423 ]
[zipcode=]경북 포항시 북구 용흥동 한라타워맨션  37424 ]
[zipcode=]경북 포항시 북구 용흥동 해원하나로아파트  37425 ]
[zipcode=]경북 포항시 북구 용흥동 현대타워아파트 (101∼206동) 37426 ]
[zipcode=]경북 포항시 북구 용흥동 현대3차아파트 (가∼나동) 37427 ]
[zipcode=]경북 포항시 북구 용흥동 현대5차아파트 (가∼나동) 37428 ]
[zipcode=]경북 포항시 북구 용흥동 현대6차아파트 (가∼나동) 37429 ]
[zipcode=]경북 포항시 북구 용흥동 1∼17 37430 ]
[zipcode=]경북 포항시 북구 용흥동 18∼66 37431 ]
[zipcode=]경북 포항시 북구 용흥동 67∼113 37432 ]
[zipcode=]경북 포항시 북구 용흥동 114∼183 37433 ]
[zipcode=]경북 포항시 북구 용흥동 184∼365 37434 ]
[zipcode=]경북 포항시 북구 용흥동 366∼368 37435 ]
[zipcode=]경북 포항시 북구 용흥동 369∼626 37436 ]
[zipcode=]경북 포항시 북구 용흥동  37437 ]
[zipcode=]경북 포항시 북구 우현동 대동우방타운  37438 ]
[zipcode=]경북 포항시 북구 우현동 신동아베르디1차아파트  37439 ]
[zipcode=]경북 포항시 북구 우현동 신동아베르디2차아파트  37440 ]
[zipcode=]경북 포항시 북구 우현동 신동아파밀리에아파트 (301∼305동) 37441 ]
[zipcode=]경북 포항시 북구 우현동 청구타운  37442 ]
[zipcode=]경북 포항시 북구 우현동 화성타운  37443 ]
[zipcode=]경북 포항시 북구 우현동 1∼145 37444 ]
[zipcode=]경북 포항시 북구 우현동 146∼600 37445 ]
[zipcode=]경북 포항시 북구 우현동  37446 ]
[zipcode=]경북 포항시 북구 장성동 대림골든빌아파트 (101∼111동) 37447 ]
[zipcode=]경북 포항시 북구 장성동 대명1차아파트  37448 ]
[zipcode=]경북 포항시 북구 장성동 대명2차아파트  37449 ]
[zipcode=]경북 포항시 북구 장성동 대명3차아파트  37450 ]
[zipcode=]경북 포항시 북구 장성동 대방한양아파트  37451 ]
[zipcode=]경북 포항시 북구 장성동 두산위브더제니스아파트 (101∼109동) 37452 ]
[zipcode=]경북 포항시 북구 장성동 롯데낙천대아파트  37453 ]
[zipcode=]경북 포항시 북구 장성동 산호그린4차아파트  37454 ]
[zipcode=]경북 포항시 북구 장성동 산호그린5차아파트  37455 ]
[zipcode=]경북 포항시 북구 장성동 산호그린7차아파트  37456 ]
[zipcode=]경북 포항시 북구 장성동 시영1차아파트  37457 ]
[zipcode=]경북 포항시 북구 장성동 장미2차아파트  37458 ]
[zipcode=]경북 포항시 북구 장성동 장성럭키아파트  37459 ]
[zipcode=]경북 포항시 북구 장성동 창포보성타운  37460 ]
[zipcode=]경북 포항시 북구 장성동 창포청구타운  37461 ]
[zipcode=]경북 포항시 북구 장성동 청구하이츠  37462 ]
[zipcode=]경북 포항시 북구 장성동 현대아파트 (101∼107동) 37463 ]
[zipcode=]경북 포항시 북구 장성동 현진에버빌아파트 (101∼106동) 37464 ]
[zipcode=]경북 포항시 북구 장성동 현진에버빌아파트 (201∼208동) 37465 ]
[zipcode=]경북 포항시 북구 장성동 현진에버빌아파트 (301∼304동) 37466 ]
[zipcode=]경북 포항시 북구 장성동 1∼860 37467 ]
[zipcode=]경북 포항시 북구 장성동 861∼870 37468 ]
[zipcode=]경북 포항시 북구 장성동 871∼1300 37469 ]
[zipcode=]경북 포항시 북구 장성동 1301∼1370 37470 ]
[zipcode=]경북 포항시 북구 장성동 1371∼1400 37471 ]
[zipcode=]경북 포항시 북구 장성동 1401∼1499 37472 ]
[zipcode=]경북 포항시 북구 장성동 1500∼1609 37473 ]
[zipcode=]경북 포항시 북구 장성동  37474 ]
[zipcode=]경북 포항시 북구 죽도동 교보생명빌딩  37475 ]
[zipcode=]경북 포항시 북구 죽도동 삼성빌딩  37476 ]
[zipcode=]경북 포항시 북구 죽도동 1∼21 37477 ]
[zipcode=]경북 포항시 북구 죽도동 22∼43 37478 ]
[zipcode=]경북 포항시 북구 죽도동 44∼85 37479 ]
[zipcode=]경북 포항시 북구 죽도동 86∼212 37480 ]
[zipcode=]경북 포항시 북구 죽도동 213∼578 37481 ]
